symbol,name,current,percent,volume
SZ300366,创意信息,7.16,19.93,47841600
SH688280,精进电动-UW,6.98,19.93,51245553
SH688667,菱电电控,53.81,17.62,1919734
SZ300005,探路者,9.78,15.6,138240560
SZ300911,亿田智能,52.34,15.21,9242069
SH688590,新致软件,22.51,13.34,11087533
SH688588,凌志软件,14.03,12.69,18404273
SZ301387,光大同创,37.61,11.83,5761480
SH688499,利元亨,26.8,11.81,8699615
SH688411,海博思创,72.88,11.42,2967351
SH688018,乐鑫科技,215.92,11.09,3974507
SH688403,汇成股份,9.75,10.67,24866265
SH688049,炬芯科技,55.53,10.27,8273267
SH603839,安正时尚,5.78,10.1,5845900
SZ000016,深康佳A,5.45,10.1,56195094
SH600743,华远地产,1.86,10.06,51927979
SZ300345,华民股份,8.43,10.05,21292817
SH600774,汉商集团,8.98,10.05,6960744
SH603123,翠微股份,8.43,10.05,20182200
SZ002730,电光科技,15.8,10.03,5895720
SH603922,金鸿顺,19.21,10.02,4845640
SZ002355,兴民智通,6.26,10.02,9938202
SZ002286,保龄宝,9.22,10.02,36163940
SZ002491,通鼎互联,4.61,10.02,18766145
SZ002272,川润股份,9.77,10.02,50332559
SH605069,正和生态,9.67,10.01,15118193
SH600986,浙文互联,8.02,10.01,107612050
SH605588,冠石科技,46.96,10.0,3542700
SH600939,重庆建工,2.97,10.0,25924571
SH603322,超讯通信,32.23,10.0,11050844
SZ000158,常山北明,22.56,10.0,84781733
SH603030,全筑股份,2.64,10.0,28264425
SZ002471,中超控股,2.97,10.0,38914455
SH600732,爱旭股份,10.89,10.0,62708753
SH603900,莱绅通灵,6.71,10.0,17926570
SZ001316,润贝航科,39.05,10.0,3411395
SZ002901,大博医疗,36.96,10.0,4436516
SH603359,东珠生态,7.6,9.99,41713317
SH603185,弘元绿能,14.2,9.99,12556830
SZ002315,焦点科技,42.71,9.99,13827910
SZ002229,鸿博股份,15.88,9.97,107719945
SZ002201,九鼎新材,6.51,9.97,19474593
SH600337,美克家居,1.9,9.83,21905640
SZ002581,未名医药,6.6,9.82,33852319
SH603040,新坐标,34.63,9.8,10266313
SZ300047,天源迪科,13.7,9.69,70354549
SH688255,凯尔达,36.69,9.42,4615514
SH688369,致远互联,30.3,9.39,3732514
SZ300972,万辰集团,160.51,9.19,3099900
SZ002034,旺能环境,17.63,8.83,5629459
SZ200016,深康佳B,1.12,8.74,5492000
SH688090,瑞松科技,41.8,8.68,1831605
SZ301085,亚康股份,61.15,8.48,5178778
SH600590,泰豪科技,9.57,8.38,45276010
SH605151,西上海,17.35,8.3,3032369
SH603586,金麒麟,16.63,8.27,14807686
SH688351,微电生理,21.85,8.06,6609145
SH600067,冠城新材,2.59,7.92,30491460
SZ300946,恒而达,34.28,7.8,2911932
SH603893,瑞芯微,166.88,7.69,8528239
SH600463,空港股份,9.14,7.66,4457899
SZ301117,佳缘科技,24.49,7.65,6818311
SH600246,万通发展,5.65,7.62,43117617
SZ300217,东方电热,4.81,7.61,49485360
SH603616,韩建河山,3.43,7.52,12493800
SZ002055,得润电子,5.72,7.52,75815161
SH605133,嵘泰股份,37.12,7.5,6953284
SZ300940,南极光,16.34,7.5,6642980
SZ002860,星帅尔,11.97,7.45,25614600
SH688595,芯海科技,38.95,7.45,5111683
SZ301005,超捷股份,32.14,7.35,8843108
SZ002225,濮耐股份,5.48,7.24,21686100
SZ002915,中欣氟材,20.82,7.15,69592236
SH688116,天奈科技,43.6,7.13,8083907
SH688426,康为世纪,18.9,7.08,1104766
SZ300879,大叶股份,25.96,7.01,32404064
SZ300710,万隆光电,18.81,7.0,4642090
SH600336,澳柯玛,6.57,7.0,12410200
SH603883,老百姓,19.6,6.99,37430553
SH603985,恒润股份,18.4,6.98,46436745
SH688084,晶品特装,63.53,6.95,1226995
SH688206,概伦电子,22.24,6.92,6693795
SZ002298,中电鑫龙,5.88,6.91,114446213
SH603833,欧派家居,69.39,6.89,4414524
SH600410,华胜天成,9.1,6.81,129994233
SH603868,飞科电器,36.26,6.8,1859918
SZ301008,宏昌科技,24.51,6.8,4918572
SH603110,东方材料,19.06,6.78,43329430
SZ300225,金力泰,4.12,6.74,74761247
SZ300904,威力传动,55.68,6.71,1244600
SZ002006,精工科技,16.69,6.71,17831253
SH603630,拉芳家化,19.63,6.68,7489520
SZ002731,萃华珠宝,10.39,6.67,9932100
SH688608,恒玄科技,445.8,6.65,1264034
SZ002723,小崧股份,6.94,6.61,11520700
SH600807,济高发展,2.58,6.61,30266800
SZ300624,万兴科技,61.47,6.61,9836505
SZ300561,*ST汇科,11.83,6.58,19188125
SZ002246,北化股份,10.71,6.57,14605000
SZ300785,值得买,35.03,6.57,10730072
SZ300281,金明精机,6.5,6.56,28458800
SH603507,振江股份,25.66,6.56,33552217
SH603887,城地香江,19.1,6.53,35880458
SZ301382,蜂助手,39.08,6.49,12935990
SH688568,中科星图,53.15,6.47,7331241
SZ002538,司尔特,5.12,6.44,48214019
SH600735,新华锦,5.5,6.38,22902200
SH688787,海天瑞声,95.17,6.38,2181231
SH688737,中自科技,20.01,6.38,3786361
SZ300862,蓝盾光电,23.93,6.36,2396120
SH603595,东尼电子,16.55,6.29,8332974
SZ300078,思创医惠,3.39,6.27,47468631
SZ002546,新联电子,4.79,6.21,29521440
SZ002973,侨银股份,10.96,6.2,4119800
SH688458,美芯晟,39.68,6.18,2402267
SH605336,帅丰电器,19.09,6.17,2885620
SH603983,丸美生物,46.29,6.17,5894723
SH688220,翱捷科技-U,93.41,6.16,4549549
SH605009,豪悦护理,59.18,6.13,3575099
SZ002516,旷达科技,5.04,6.11,17077000
SH688287,*ST观典,4.02,6.07,7244256
SZ301260,格力博,15.12,6.03,8320014
SZ002546,新联电子,4.78,5.99,29522540
SZ000753,漳州发展,5.5,5.97,53849722
SZ002667,威领股份,12.91,5.91,14643811
SZ301626,苏州天脉,71.36,5.91,1753690
SH603798,康普顿,9.33,5.9,8607263
SZ000426,兴业银锡,13.31,5.89,27229582
SZ000981,山子高科,1.8,5.88,381429500
SH688793,倍轻松,29.08,5.82,1496346
SZ300242,佳云科技,4.18,5.82,17909499
SH603809,豪能股份,14.2,5.81,30844409
SH688480,赛恩斯,34.79,5.78,1007404
SH603316,诚邦股份,5.7,5.75,13028930
SZ300205,*ST天喻,2.77,5.73,16217200
SZ002314,南山控股,2.59,5.71,41338496
SZ000034,神州数码,40.6,5.7,41475974
SH603955,大千生态,23.96,5.69,11880000
SH600533,栖霞建设,2.24,5.66,20803625
SH688118,普元信息,23.56,5.65,4000643
SZ300840,酷特智能,19.68,5.64,15716400
SH688205,德科立,54.64,5.63,4050387
SH603880,南卫股份,5.08,5.61,4921950
SH688695,中创股份,30.5,5.61,1254684
SZ002861,瀛通通讯,13.95,5.6,35465900
SH688025,杰普特,48.8,5.6,1519585
SH688678,福立旺,20.6,5.59,5528383
SH603876,鼎胜新材,8.52,5.58,17459945
SZ301397,溯联股份,36.13,5.52,1985520
SH688580,伟思医疗,46.58,5.5,4221153
SZ301316,慧博云通,28.45,5.49,23554200
SH603378,亚士创能,6.18,5.46,9272675
SH600481,双良节能,4.44,5.46,34057520
SH600187,国中水务,3.1,5.44,77093625
SZ301383,天键股份,37.3,5.43,1927840
SH688726,拉普拉斯,38.93,5.39,1623444
SH688125,安达智能,34.25,5.38,489551
SH603515,欧普照明,16.95,5.34,3841635
SH688615,合合信息,249.29,5.34,1312116
SH605589,圣泉集团,26.03,5.34,10052300
SH688286,敏芯股份,68.25,5.32,1474620
SZ002153,石基信息,8.31,5.32,37905354
SH600828,茂业商业,5.55,5.31,128625268
SZ002486,嘉麟杰,2.18,5.31,22803400
SZ000785,居然智家,3.38,5.3,106470782
SZ300899,*ST凯鑫,19.11,5.29,4103189
SZ002172,澳洋健康,3.59,5.28,77513658
SH600491,龙元建设,3.83,5.22,19458150
SZ000573,粤宏远A,4.23,5.22,67810686
SH688031,星环科技-U,50.29,5.21,2552130
SH688709,成都华微,33.3,5.21,3687840
SH688655,迅捷兴,14.36,5.2,4495177
SZ002030,达安基因,5.67,5.19,24934399
SH688629,华丰科技,59.0,5.19,9741842
SH600322,津投城开,2.23,5.19,24829670
SH603383,顶点软件,41.8,5.18,5356207
SH600608,*ST沪科,3.05,5.17,2195905
SH600577,精达股份,6.73,5.16,46048636
SZ002528,ST英飞拓,2.24,5.16,16767790
SZ002913,奥士康,25.27,5.16,4082490
SZ002913,奥士康,25.27,5.16,4082490
SZ002553,南方精工,20.83,5.15,42520900
SZ002141,*ST贤丰,2.26,5.12,28896720
SH688003,天准科技,51.7,5.1,6222645
SZ000977,浪潮信息,51.13,5.1,45794998
SZ300066,三川智慧,4.14,5.08,25771884
SH600381,*ST春天,3.1,5.08,1730640
SZ300010,豆神教育,7.26,5.07,70308700
SZ002168,*ST惠程,2.28,5.07,13277326
SH603171,税友股份,46.4,5.07,3286500
SH688004,博汇科技,16.19,5.06,1225737
SH688326,经纬恒润-W,80.88,5.05,539207
SZ002541,鸿路钢构,19.15,5.05,4780639
SH600869,远东股份,4.78,5.05,20593668
SZ002656,*ST摩登,2.29,5.05,6256500
SH600636,*ST国化,6.68,5.03,26260653
SZ002868,*ST绿康,17.62,5.01,9168052
SZ002789,*ST建艺,6.93,5.0,3799773
SZ300634,彩讯股份,25.42,5.0,14247791
SZ000009,中国宝安,7.77,5.0,24816941
SZ002816,*ST和科,11.77,5.0,9461205
SH603268,*ST松发,37.14,5.0,173200
SH603813,*ST原尚,11.57,4.99,3275626
SZ300378,鼎捷数智,38.32,4.99,11880000
SZ002569,*ST步森,6.75,4.98,3100350
SZ002200,*ST交投,7.8,4.98,5024300
SH603557,ST起步,2.32,4.98,1162939
SZ002058,*ST威尔,8.85,4.98,8599581
SZ300125,*ST聆达,6.13,4.97,5458400
SH600295,鄂尔多斯,9.08,4.97,13818407
SH600295,鄂尔多斯,9.08,4.97,13823007
SZ300866,安克创新,88.19,4.96,3549768
SH603207,小方制药,27.14,4.95,3455826
SZ000668,*ST荣控,4.88,4.95,10663762
SZ300229,拓尔思,18.03,4.95,29384019
SZ000837,秦川机床,12.51,4.95,46352740
SH688435,英方软件,30.14,4.94,895597
SZ002713,*ST东易,4.25,4.94,38270013
SH688648,中邮科技,25.5,4.94,2340933
SZ000415,渤海租赁,3.19,4.93,111849760
SH688227,品高股份,35.38,4.92,1374194
SH603236,移远通信,75.11,4.9,7869049
SH603863,松炀资源,12.43,4.89,4392300
SH603773,沃格光电,22.84,4.87,4258359
SZ002052,*ST同洲,8.84,4.86,30246629
SH605398,新炬网络,30.19,4.86,6054276
SZ300929,华骐环保,9.3,4.85,2687140
SZ300846,首都在线,19.69,4.85,41016400
SH688071,华依科技,36.26,4.83,1658878
SH600398,海澜之家,8.25,4.83,47205512
SH688096,京源环保,18.05,4.82,1978485
SH688693,锴威特,30.9,4.82,998108
SH600635,大众公用,3.71,4.8,36938697
SZ300747,锐科激光,18.02,4.77,7998371
SZ002933,新兴装备,32.71,4.77,7506800
SH600262,北方股份,20.9,4.76,9550000
SZ002657,中科金财,20.45,4.76,22741000
SZ300364,中文在线,20.99,4.74,23334687
SH600638,新黄浦,5.31,4.73,19708642
SH603989,艾华集团,15.1,4.72,6294077
SZ000665,湖北广电,4.69,4.69,33161417
SZ301336,趣睡科技,66.9,4.69,1654200
SH688236,春立医疗,14.98,4.68,3534177
SZ000892,欢瑞世纪,3.58,4.68,62829655
SH688393,安必平,31.3,4.68,4106494
SZ301372,科净源,19.1,4.66,3548008
SZ300755,华致酒行,17.29,4.66,6150244
SZ000880,潍柴重机,35.26,4.66,18769988
SZ000565,渝三峡A,7.18,4.66,99065243
SZ002757,南兴股份,18.67,4.65,11380027
SZ301121,紫建电子,49.81,4.64,1545400
SZ200726,鲁泰B,4.07,4.63,217284
SZ300622,博士眼镜,41.01,4.62,9761990
SH600933,爱柯迪,16.34,4.61,10419000
SH605287,德才股份,12.51,4.6,5593820
SZ002496,*ST辉丰,1.37,4.58,46174858
SZ002265,建设工业,20.78,4.58,13795600
SZ003011,海象新材,16.22,4.58,3481360
SZ300237,美晨科技,1.6,4.58,50930300
SH603237,五芳斋,20.59,4.57,6499384
SZ000737,北方铜业,9.18,4.56,47871100
SZ002188,中天服务,4.82,4.56,9185101
SZ301021,英诺激光,28.48,4.55,3097600
SH688229,博睿数据,49.37,4.55,1004490
SH688577,浙海德曼,59.63,4.52,646475
SZ002543,万和电气,11.34,4.52,5349500
SH600624,复旦复华,6.24,4.52,15119618
SZ002189,中光学,18.3,4.51,4050695
SZ300740,水羊股份,12.79,4.49,10364531
SH688292,浩瀚深度,19.61,4.48,1195106
SZ301021,英诺激光,28.46,4.48,3097800
SH600354,敦煌种业,6.06,4.48,37075363
SH600620,天宸股份,4.91,4.47,8286655
SH600545,卓郎智能,2.11,4.46,22795100
SH688626,翔宇医疗,37.33,4.45,1262358
SH600739,辽宁成大,10.12,4.44,15748386
SH603679,华体科技,12.0,4.44,3003900
SZ000681,视觉中国,20.45,4.44,36558367
SZ002183,怡亚通,4.94,4.44,70410117
SH600675,中华企业,2.82,4.44,54628038
SZ002535,林州重机,3.77,4.43,16418830
SZ300689,澄天伟业,33.21,4.43,773400
SH605319,无锡振华,32.75,4.43,2088700
SH603118,共进股份,9.21,4.42,21580601
SH688591,泰凌微,39.1,4.41,5828733
SH688023,安恒信息,47.24,4.4,3045676
SH688333,铂力特,66.37,4.39,1879552
SH600960,渤海汽车,3.83,4.36,18650200
SZ300992,泰福泵业,21.81,4.35,800900
SZ300358,楚天科技,7.19,4.35,11070400
SH688053,思科瑞,27.1,4.35,671688
SZ002292,奥飞娱乐,8.88,4.35,49061404
SZ002409,雅克科技,54.62,4.34,6381610
SH688216,气派科技,18.26,4.34,751176
SZ002459,晶澳科技,9.85,4.34,55760773
SH688408,中信博,46.53,4.33,4684201
SH603081,大丰实业,11.33,4.33,12593000
SZ300807,天迈科技,38.08,4.33,1607193
SH688788,科思科技,59.15,4.32,2308504
SH600847,万里股份,9.22,4.3,1445200
SH600847,万里股份,9.22,4.3,1445200
SZ300900,广联航空,20.6,4.3,6089900
SZ300779,惠城环保,134.55,4.3,1954457
SZ300469,信息发展,33.69,4.3,5691700
SZ002367,康力电梯,7.05,4.29,13268352
SH688609,九联科技,9.51,4.28,5646306
SH688410,山外山,13.15,4.28,3436349
SH688299,长阳科技,17.53,4.28,7078748
SH600106,重庆路桥,5.36,4.28,20433323
SH688428,诺诚健华-U,21.69,4.28,3547438
SZ301297,富乐德,37.87,4.27,3964800
SZ301178,天亿马,33.68,4.27,1759107
SH688652,京仪装备,60.68,4.26,1308494
SH603023,*ST威帝,3.43,4.26,8692257
SH688058,宝兰德,27.68,4.26,644446
SZ002870,香山股份,34.77,4.26,3589375
SZ301013,利和兴,17.37,4.26,17928667
SZ300025,华星创业,6.66,4.23,7214200
SZ300745,欣锐科技,16.5,4.23,4117000
SH688088,虹软科技,45.93,4.22,3668510
SH603226,菲林格尔,7.44,4.2,7302358
SH600580,卧龙电驱,25.08,4.2,52128434
SZ300547,川环科技,30.75,4.2,5740100
SZ002489,浙江永强,3.49,4.18,53930513
SZ002009,天奇股份,14.97,4.18,33359595
SZ300500,启迪设计,10.98,4.17,3259240
SZ000929,*ST兰黄,6.0,4.17,11408496
SZ002369,卓翼科技,8.75,4.17,36057400
SZ002181,粤传媒,5.5,4.17,16421918
SZ300818,耐普矿机,20.98,4.17,2770754
SZ300115,长盈精密,21.62,4.14,34661600
SZ301191,菲菱科思,81.66,4.13,2189408
SZ002599,盛通股份,8.58,4.13,14945670
SZ002009,天奇股份,14.96,4.11,33377195
SZ300147,ST香雪,6.1,4.1,15218300
SZ002645,华宏科技,7.63,4.09,13547399
SZ002445,中南文化,2.29,4.09,38843220
SZ301536,星宸科技,58.43,4.08,3227300
SH603496,恒为科技,25.34,4.07,8351600
SH688162,巨一科技,24.62,4.06,788455
SH688158,优刻得-W,22.32,4.06,20657341
SH688155,先惠技术,40.8,4.06,1239578
SH688776,国光电气,82.99,4.06,1245320
SZ300493,润欣科技,20.02,4.05,15881100
SZ002369,卓翼科技,8.74,4.05,36061400
SH603313,梦百合,7.98,4.04,30363776
SZ002164,宁波东力,8.5,4.04,67461013
SZ301061,匠心家居,69.81,4.04,870530
SH688469,芯联集成-U,4.63,4.04,41497883
SZ001222,源飞宠物,14.92,4.04,4470620
SH688020,方邦股份,33.3,4.03,404998
SZ300210,森远股份,9.3,4.03,6594506
SZ301052,果麦文化,34.98,4.01,7336261
SH688095,福昕软件,67.2,4.01,2285037
SZ002892,科力尔,15.56,4.01,8731121
SH600475,华光环能,9.34,4.01,8302700
SH688772,珠海冠宇,12.74,4.0,16634207
SZ300339,润和软件,51.4,3.99,37791142
SZ300324,旋极信息,3.66,3.98,39293016
SH603686,福龙马,12.55,3.98,18288418
SZ300324,旋极信息,3.66,3.98,39293016
SH603686,福龙马,12.55,3.98,18296818
SZ300249,依米康,13.34,3.98,20880500
SZ000010,美丽生态,2.62,3.97,12754100
SZ300942,易瑞生物,8.91,3.97,5310200
SH688327,云从科技-UW,13.63,3.97,24766792
SZ300365,恒华科技,5.77,3.96,10144366
SZ300141,和顺电气,8.66,3.96,2664300
SZ301162,国能日新,63.09,3.95,1337700
SH603931,格林达,30.0,3.95,1790000
SZ301396,宏景科技,85.01,3.95,10311586
SZ002848,*ST高斯,5.28,3.94,10993717
SH603818,曲美家居,2.9,3.94,11127800
SZ001256,炜冈科技,21.69,3.93,2894000
SZ001266,宏英智能,23.55,3.93,1213880
SZ300147,ST香雪,6.09,3.92,15219000
SH688702,盛科通信-U,66.15,3.91,1052075
SZ000570,苏常柴A,5.33,3.9,12171050
SZ300275,梅安森,12.82,3.89,5694477
SZ002291,遥望科技,5.87,3.89,28453945
SH603119,浙江荣泰,46.62,3.88,10430410
SH688156,路德环境,15.81,3.88,2988447
SH688433,华曙高科,40.02,3.87,910531
SZ002623,亚玛顿,14.51,3.87,2023700
SH688382,益方生物-U,22.25,3.87,5654616
SZ002436,兴森科技,11.82,3.87,37049854
SZ002577,雷柏科技,20.44,3.86,8456200
SH600889,南京化纤,17.24,3.86,17053800
SZ000656,*ST金科,1.35,3.85,69175693
SH688376,美埃科技,36.41,3.85,643290
SZ000656,*ST金科,1.35,3.85,69175693
SH688376,美埃科技,36.41,3.85,643290
SH688213,思特威-W,99.45,3.85,2559723
SZ001228,永泰运,21.38,3.84,2003000
SH600227,赤天化,2.17,3.83,36289100
SH688207,格灵深瞳,13.28,3.83,2550102
SZ002506,协鑫集成,2.17,3.83,63549900
SZ300245,天玑科技,16.25,3.83,11334300
SZ300437,清水源,7.05,3.83,8338600
SZ002496,*ST辉丰,1.36,3.82,46183858
SH688290,景业智能,47.25,3.82,860888
SZ301199,迈赫股份,33.72,3.82,2267600
SH603890,春秋电子,11.42,3.82,12974262
SZ300657,弘信电子,27.16,3.82,20025720
SZ301221,光庭信息,48.76,3.81,1831805
SZ000608,*ST阳光,1.64,3.8,26050135
SH688030,山石网科,15.59,3.79,677520
SH688228,开普云,62.58,3.78,1556397
SH688001,华兴源创,24.7,3.78,1851926
SH688085,三友医疗,18.13,3.78,664039
SZ002374,中锐股份,2.47,3.78,12502900
SZ002422,科伦药业,34.16,3.77,21006396
SH603660,苏州科达,6.61,3.77,14439358
SZ002054,德美化工,6.35,3.76,12693500
SH603315,福鞍股份,12.97,3.76,9355527
SZ000890,法尔胜,3.32,3.75,7782600
SH600887,伊利股份,29.87,3.75,56004895
SH605080,浙江自然,25.79,3.74,3864240
SH688233,神工股份,28.58,3.74,7218732
SH600973,宝胜股份,4.44,3.74,26714080
SZ002981,朝阳科技,22.74,3.74,3085940
SZ000826,启迪环境,1.67,3.73,28909480
SZ301380,挖金客,46.33,3.72,1745000
SZ002373,千方科技,9.22,3.71,16307600
SZ301568,思泰克,33.54,3.71,1801900
SZ001373,翔腾新材,28.55,3.71,792806
SH603730,岱美股份,7.84,3.7,4415332
SH605303,园林股份,8.98,3.7,1908100
SH688235,百济神州-U,256.01,3.69,1471569
SH600340,华夏幸福,2.25,3.69,63668646
SZ002663,普邦股份,1.69,3.68,25312800
SH688345,博力威,20.57,3.68,1012662
SZ002193,如意集团,5.07,3.68,6484700
SZ301029,怡合达,22.81,3.68,7336484
SZ301259,艾布鲁,32.41,3.68,2888487
SH600817,宇通重工,11.29,3.67,2924685
SH603636,南威软件,12.16,3.67,8544000
SZ300248,新开普,13.83,3.67,19165121
SZ300449,汉邦高科,7.34,3.67,5524380
SH600556,天下秀,4.81,3.66,27070600
SH688260,昀冢科技,13.33,3.65,2125613
SH688561,奇安信-U,30.71,3.64,4801135
SZ300608,思特奇,10.84,3.63,6766124
SZ301378,通达海,25.39,3.63,1109960
SH603306,华懋科技,34.56,3.63,3351500
SH688502,茂莱光学,298.8,3.62,620870
SZ301596,瑞迪智驱,120.9,3.62,829700
SZ300551,古鳌科技,8.3,3.62,8672800
SH603982,泉峰汽车,8.32,3.61,3676700
SZ300766,每日互动,39.88,3.61,45186417
SZ002875,安奈儿,12.93,3.61,5973093
SZ300762,上海瀚讯,20.4,3.61,8592100
SH688670,金迪克,11.79,3.6,627352
SZ300400,劲拓股份,15.81,3.6,2753000
SZ001256,炜冈科技,21.62,3.59,2895600
SZ300995,奇德新材,34.08,3.59,4150400
SZ000839,中信国安,2.6,3.59,25067450
SZ002878,元隆雅图,14.48,3.58,6495290
SH603636,南威软件,12.15,3.58,8544100
SZ300996,普联软件,20.31,3.57,7489920
SZ300938,信测标准,29.85,3.57,3269395
SZ002620,ST瑞和,3.48,3.57,49323266
SH603501,韦尔股份,133.0,3.57,16514096
SZ300352,北信源,4.65,3.56,24781500
SH600166,福田汽车,2.62,3.56,102550783
SH688185,康希诺,56.43,3.56,863206
SZ300649,杭州园林,11.08,3.55,1472200
SH603277,银都股份,21.96,3.54,1922700
SZ300598,诚迈科技,43.42,3.53,3395764
SZ300555,ST路通,9.98,3.53,1430900
SZ000027,深圳能源,6.45,3.53,26142250
SZ300287,飞利信,5.28,3.53,47504800
SZ002977,天箭科技,29.92,3.53,2383240
SH603838,*ST四通,4.41,3.52,7135040
SZ300654,世纪天鸿,10.28,3.52,8434000
SH603598,引力传媒,16.17,3.52,4821200
SH603386,骏亚科技,10.58,3.52,3626091
SZ300994,久祺股份,15.6,3.52,14796873
SH688022,瀚川智能,13.56,3.51,2127493
SH600846,同济科技,9.43,3.51,10370739
SZ300170,汉得信息,20.08,3.51,81496728
SZ002501,利源股份,2.07,3.5,67621300
SZ300565,科信技术,10.64,3.5,4388100
SZ300551,古鳌科技,8.29,3.5,8673900
SZ300616,尚品宅配,12.45,3.49,3384200
SH603682,锦和商管,5.63,3.49,24116575
SZ002869,金溢科技,23.76,3.48,2794649
SH688561,奇安信-U,30.66,3.48,4811235
SZ002310,*ST东园,2.09,3.47,29689475
SH600281,华阳新材,4.17,3.47,72666964
SZ301169,零点有数,36.4,3.47,700600
SZ300550,和仁科技,12.27,3.46,1517151
SZ300999,金龙鱼,32.11,3.45,7906395
SH600218,全柴动力,8.39,3.45,4751400
SZ301032,新柴股份,13.27,3.43,4376800
SH688360,德马科技,23.86,3.42,3988728
SZ300875,捷强装备,25.42,3.42,1693750
SH688316,青云科技-U,55.9,3.42,1665418
SZ000029,深深房A,15.76,3.41,3534055
SH603189,网达软件,18.5,3.41,7890400
SH603168,莎普爱思,6.7,3.4,5463600
SZ300250,初灵信息,14.61,3.4,3455400
SZ300480,光力科技,13.09,3.4,4051199
SZ002955,鸿合科技,23.73,3.4,2995800
SH688160,步科股份,102.88,3.4,711999
SZ002829,星网宇达,17.06,3.39,2830544
SH688066,航天宏图,17.1,3.39,2734330
SZ301171,易点天下,26.85,3.39,12793900
SH900936,鄂资B股,0.948,3.38,1839441
SZ002045,国光电器,14.16,3.36,14137406
SZ002506,协鑫集成,2.16,3.35,63559900
SZ300902,国安达,16.68,3.35,1747240
SZ002343,慈文传媒,6.78,3.35,20054635
SZ002898,*ST赛隆,6.17,3.35,4872049
SH603166,福达股份,15.44,3.35,12326660
SZ301171,易点天下,26.84,3.35,12794900
SH600734,实达集团,4.02,3.34,28631900
SH603363,*ST傲农,3.71,3.34,15458585
SH605088,冠盛股份,35.53,3.34,4093597
SZ002495,佳隆股份,2.48,3.33,23749007
SZ300552,万集科技,26.34,3.33,2244200
SZ002808,*ST恒久,3.1,3.33,3434748
SZ301273,瑞晨环保,22.96,3.33,441600
SZ300530,领湃科技,25.43,3.33,4038100
SZ300287,飞利信,5.27,3.33,47505100
SH605081,*ST太和,11.2,3.32,2101225
SZ002678,珠江钢琴,4.36,3.32,6285410
SH688080,映翰通,42.7,3.31,892173
SZ002184,海得控制,11.55,3.31,5818983
SH600668,尖峰集团,12.49,3.31,19372493
SZ301017,漱玉平民,11.27,3.3,3804600
SH603918,金桥信息,18.79,3.3,26400109
SZ300460,惠伦晶体,8.45,3.3,8635413
SZ002622,皓宸医疗,2.51,3.29,9571000
SZ300124,汇川技术,69.33,3.29,14575391
SZ301128,强瑞技术,70.32,3.29,1646400
SZ002414,高德红外,8.17,3.29,22877873
SZ002259,ST升达,3.15,3.28,6865402
SH601865,福莱特,15.13,3.28,10580566
SH600104,上汽集团,16.1,3.27,37778683
SZ002605,姚记科技,27.18,3.27,8743960
SZ300571,平治信息,33.52,3.27,17350220
SZ300323,华灿光电,6.66,3.26,9352000
SH688550,瑞联新材,38.0,3.26,3531866
SH688279,峰岹科技,235.07,3.25,569375
SZ300591,万里马,5.1,3.24,14488070
SZ002819,东方中科,26.76,3.24,4173700
SH688335,复洁环保,10.51,3.24,743316
SZ301182,凯旺科技,33.14,3.24,1832500
SH688114,华大智造,77.33,3.24,2244260
SH601799,星宇股份,130.68,3.23,706178
SZ000938,紫光股份,25.22,3.23,27079890
SZ301608,博实结,78.25,3.23,821326
SZ300607,拓斯达,28.2,3.22,8125100
SH600633,浙数文化,14.1,3.22,30414100
SZ301326,捷邦科技,56.6,3.21,448500
SZ300383,光环新网,14.47,3.21,42578900
SH605118,力鼎光电,18.66,3.21,3195900
SZ301321,翰博高新,13.87,3.2,1740500
SH603039,泛微网络,70.17,3.19,2258911
SH688010,福光股份,42.36,3.19,2003474
SZ301067,显盈科技,26.5,3.19,1677240
SH601700,风范股份,4.2,3.19,14387502
SH688365,光云科技,12.33,3.18,7675026
SH688680,海优新材,36.34,3.18,829035
SH688167,炬光科技,64.48,3.18,1293969
SH688509,正元地信,3.58,3.17,4069063
SH603722,阿科力,38.38,3.17,639027
SZ300111,向日葵,2.93,3.17,8079700
SZ002897,意华股份,40.75,3.16,5064900
SH603906,龙蟠科技,9.78,3.16,5552400
SZ002199,*ST东晶,4.89,3.16,4447486
SZ300793,佳禾智能,15.34,3.16,8020600
SZ002414,高德红外,8.16,3.16,22883873
SH603083,剑桥科技,34.34,3.15,7985836
SZ002718,友邦吊顶,13.77,3.15,1047200
SZ301139,元道通信,27.16,3.15,3138300
SZ003007,直真科技,28.83,3.15,1418000
SH688320,禾川科技,45.0,3.14,4433830
SZ002425,ST凯文,2.3,3.14,15915920
SZ300912,凯龙高科,12.8,3.14,1110807
SH605081,*ST太和,11.18,3.14,2101425
SZ003041,真爱美家,30.19,3.14,1141616
SZ002951,*ST金时,8.24,3.13,727100
SZ301318,维海德,30.32,3.13,2213205
SH603920,世运电路,26.4,3.13,10560774
SZ000838,财信发展,2.31,3.13,9573300
SH603628,清源股份,11.52,3.13,4764850
SZ002865,钧达股份,40.02,3.12,5278993
SZ002387,维信诺,8.59,3.12,11016600
SZ002980,华盛昌,24.77,3.12,1273900
SZ300888,稳健医疗,53.7,3.11,3574781
SZ300525,博思软件,14.92,3.11,12004531
SH600243,*ST海华,2.33,3.1,12797759
SZ002069,獐子岛,3.67,3.09,5858948
